Target_genes	E2F4|Average	SRX027401|Adipocytes	SRX019963|GM06990	SRX150410|GM12878	SRX150445|HeLa	SRX668217|HRPEpiC	SRX150679|K-562	SRX194566|MCF-7	SRX194567|MCF-7	SRX150480|MCF_10A	STRING
ARMCX5	27.444444	0	0	0	0	0	0	0	0	247	0
ABRAXAS2	27.444444	0	0	0	0	0	95	0	0	152	0
ZDHHC20	27.333333	80	0	0	0	0	0	0	0	166	0
UBE2O	27.333333	0	0	0	0	0	0	0	0	246	0
TSC1	27.333333	0	0	0	0	0	0	0	0	246	0
SEPTIN11	27.333333	0	0	0	0	0	101	0	0	145	0
SCN2B	27.333333	0	0	0	0	0	0	0	0	246	0
PTMS	27.333333	0	0	0	0	0	0	0	0	246	0
KDM8	27.333333	0	0	0	0	0	0	0	0	246	0
GFI1B	27.333333	0	0	0	0	0	0	0	0	246	0
FCGR3B	27.333333	0	0	0	0	0	0	0	0	246	0
DMD	27.333333	0	0	0	0	0	0	0	0	246	0
AANAT	27.333333	0	0	0	0	0	0	0	0	246	0
ZNF598	27.222222	0	0	0	0	0	131	0	0	114	0
ZFX	27.222222	0	0	0	104	0	141	0	0	0	0
WNT6	27.222222	0	0	0	0	0	0	0	0	245	0
TRMT10C	27.222222	0	0	0	0	0	0	126	0	119	0
SPAG16	27.222222	0	0	105	0	0	0	0	0	140	0
SLC35C1	27.222222	0	0	0	0	0	0	0	0	245	0
SLC25A21	27.222222	0	0	0	0	0	0	118	0	127	0
RPP21	27.222222	0	0	0	0	0	85	0	0	160	0
NLRX1	27.222222	0	0	0	0	0	0	0	0	245	0
MYO5B	27.222222	0	0	0	0	0	0	0	0	245	0
ITPR2	27.222222	0	0	0	0	0	0	0	0	245	0
IGSF9B	27.222222	0	0	0	0	0	0	0	0	245	0
CNTNAP3B	27.222222	0	0	0	0	0	0	0	0	245	0
BTG2	27.222222	0	0	0	0	0	0	0	0	245	0
SLC4A9	27.111111	0	0	77	0	0	0	0	0	167	0
RNF13	27.111111	0	0	0	110	0	0	0	0	134	0
NSG2	27.111111	0	0	0	0	0	0	0	0	244	0
METTL17	27.111111	0	0	0	0	0	0	0	0	244	0
MED13	27.111111	0	0	0	0	0	108	0	0	136	0
HSF1	27.111111	0	0	0	0	0	122	0	0	122	0
BOP1	27.111111	0	0	0	0	0	122	0	0	122	0
BET1	27.111111	0	0	0	0	0	106	0	0	138	0
ANKH	27.111111	0	0	0	0	0	244	0	0	0	0
TTI2	27.000000	0	0	0	0	0	0	0	0	243	0
RNF125	27.000000	0	0	0	0	0	0	0	0	243	0
PUS3	27.000000	0	0	0	0	0	0	0	0	243	0
DDX25	27.000000	0	0	0	0	0	0	0	0	243	0
DCT	27.000000	0	0	0	0	0	88	0	0	155	0
CTDSP2	27.000000	0	0	0	0	0	0	0	0	243	0
C3orf52	27.000000	0	0	0	0	0	0	0	0	243	0
AP1B1	27.000000	0	0	0	0	0	0	0	0	243	0
VPS13D	26.888889	0	0	0	0	0	242	0	0	0	0
TUT4	26.888889	0	0	0	0	0	98	0	0	144	0
TMEM45A	26.888889	0	0	0	0	0	120	0	0	122	0
STK24	26.888889	0	0	0	0	0	242	0	0	0	0
GLIS3	26.888889	0	0	0	0	0	0	0	0	242	0
CLGN	26.888889	0	0	0	0	0	130	0	0	112	0
C8orf88	26.888889	0	0	0	0	0	242	0	0	0	0
VAMP1	26.777778	0	0	0	0	0	0	0	0	241	0
TMEM270	26.777778	0	0	0	0	0	132	0	0	109	0
TACC2	26.777778	0	0	0	129	0	0	0	0	112	0
TAB3	26.777778	0	0	0	0	0	140	0	0	101	0
PTGIR	26.777778	0	0	0	0	0	0	0	0	241	0
MYBPC2	26.777778	0	0	0	0	0	139	0	0	102	0
MIEF2	26.777778	0	0	0	0	0	0	0	0	241	0
GNPDA1	26.777778	0	0	0	0	0	241	0	0	0	0
FLII	26.777778	0	0	0	0	0	0	0	0	241	0
FBXL12	26.777778	0	0	0	0	0	0	0	0	241	0
FAM53B	26.777778	0	0	0	0	0	241	0	0	0	0
EIF5A2	26.777778	0	0	0	0	0	141	0	0	100	0
CDCP1	26.777778	0	0	0	0	0	0	0	0	241	0
C20orf202	26.777778	0	0	0	0	0	0	0	0	241	0
ZNF697	26.666667	0	0	0	0	0	0	0	0	240	0
ZNF354C	26.666667	0	0	0	0	0	0	0	0	240	0
SKAP2	26.666667	0	0	0	0	0	0	0	0	240	0
RIC1	26.666667	0	0	0	0	0	0	0	0	240	0
PNPLA7	26.666667	0	0	0	0	0	0	0	0	240	0
PAK1IP1	26.666667	0	0	0	0	0	0	0	0	240	0
MRPL53	26.666667	0	0	0	0	0	95	0	0	145	0
MRPL41	26.666667	0	0	0	0	0	0	0	0	240	0
MAP4K5	26.666667	0	0	0	128	0	112	0	0	0	0
MAEL	26.666667	0	0	0	0	0	0	0	0	240	0
INPPL1	26.666667	0	0	0	0	0	0	0	0	240	0
ILDR2	26.666667	0	0	0	0	0	0	0	0	240	0
IL32	26.666667	0	0	0	0	0	95	0	0	145	0
FOLR2	26.666667	0	0	0	0	0	0	0	0	240	0
FBXL5	26.666667	0	0	0	0	0	240	0	0	0	0
ESAM	26.666667	0	0	0	0	0	0	0	0	240	0
ECI2	26.666667	0	0	0	0	0	158	0	0	82	0
C6orf52	26.666667	0	0	0	0	0	0	0	0	240	0
ADGRE5	26.666667	0	0	0	0	0	0	0	0	240	0
UTP25	26.555556	0	0	0	0	0	135	0	0	104	0
TMEM177	26.555556	0	0	0	0	0	0	0	0	239	0
SURF4	26.555556	0	0	0	0	0	94	0	0	145	0
PAQR8	26.555556	0	0	0	0	0	239	0	0	0	0
OR6A2	26.555556	0	0	0	0	0	0	0	0	239	0
NPEPPS	26.555556	0	0	0	0	0	127	0	0	112	0
MTG2	26.555556	0	0	0	0	0	239	0	0	0	0
MANBA	26.555556	0	0	0	0	0	142	0	0	97	0
LOXL1	26.555556	0	0	0	0	0	0	0	0	239	0
KLHL6	26.555556	0	0	0	0	0	0	0	0	239	0
KCTD1	26.555556	0	0	0	94	0	0	0	0	145	0
ITGAM	26.555556	0	0	0	0	0	0	0	0	239	0
EVI2B	26.555556	0	0	0	0	0	0	0	0	239	0
EVI2A	26.555556	0	0	0	0	0	0	0	0	239	0
EMP1	26.555556	0	0	0	0	0	0	0	0	239	0
DEUP1	26.555556	0	0	0	0	0	239	0	0	0	0
CYB5R3	26.555556	0	0	0	0	0	0	0	0	239	0
CDK5R2	26.555556	0	0	0	0	0	0	0	0	239	0
CDH1	26.555556	0	0	0	0	0	0	0	0	239	0
BAIAP2L2	26.555556	0	0	0	0	0	0	0	0	239	0
ATP5MGL	26.555556	0	0	0	0	0	0	0	0	239	0
APOBEC3D	26.555556	0	0	0	0	0	0	0	0	239	0
APOBEC3C	26.555556	0	0	0	0	0	0	0	0	239	0
TARDBP	26.444444	0	0	0	0	0	114	0	0	124	0
RAB8B	26.444444	0	0	0	0	0	107	0	0	131	0
PDCD2L	26.444444	0	0	0	0	0	0	0	0	238	0
MFSD14A	26.444444	0	0	0	0	0	112	0	0	126	0
MARCHF2	26.444444	0	0	0	0	0	137	0	0	101	0
EVL	26.444444	0	0	0	0	0	0	0	0	238	0
COMMD5	26.444444	0	0	0	0	0	0	0	0	238	0
CLDN1	26.444444	0	0	0	0	0	0	0	0	238	0
ANXA7	26.444444	0	0	0	0	0	100	0	0	138	0
SKIDA1	26.333333	0	0	0	0	0	237	0	0	0	0
SEZ6L2	26.333333	0	0	0	0	0	0	0	0	237	0
RASA4B	26.333333	0	0	0	0	0	0	0	0	237	0
PCDH17	26.333333	0	0	0	0	0	0	0	0	237	0
NME7	26.333333	0	0	0	0	0	80	0	0	157	0
MLLT10	26.333333	0	0	0	0	0	237	0	0	0	0
DUOXA2	26.333333	0	0	0	0	0	0	0	0	237	0
DUOXA1	26.333333	0	0	0	0	0	0	0	0	237	0
DUOX2	26.333333	0	0	0	0	0	0	0	0	237	0
DUOX1	26.333333	0	0	0	0	0	0	0	0	237	0
C1orf195	26.333333	0	0	0	0	0	0	237	0	0	0
BLZF1	26.333333	0	0	0	0	0	80	0	0	157	0
ASPHD1	26.333333	0	0	0	0	0	0	0	0	237	0
ARHGEF3	26.333333	0	0	237	0	0	0	0	0	0	0
ARHGAP26	26.333333	0	0	0	0	0	0	0	0	237	0
WASHC4	26.222222	0	0	0	0	0	236	0	0	0	0
WASHC2A	26.222222	0	0	0	0	0	236	0	0	0	0
TIAF1	26.222222	0	0	0	0	0	0	0	0	236	0
PRR23D2	26.222222	0	0	0	0	0	236	0	0	0	0
PRR23D1	26.222222	0	0	0	0	0	236	0	0	0	0
GOLIM4	26.222222	0	0	0	0	0	115	0	0	121	0
FAM83B	26.222222	0	0	0	0	0	0	0	0	236	0
BAZ2A	26.222222	0	0	0	0	0	86	0	0	150	0
ADARB1	26.222222	0	0	0	0	0	236	0	0	0	0
ZMYM2	26.111111	0	0	0	0	0	0	0	0	235	0
WASHC2C	26.111111	0	0	0	0	0	235	0	0	0	0
TTC14	26.111111	0	0	0	90	0	0	0	0	145	0
TMTC1	26.111111	0	0	0	0	0	0	0	0	235	0
SERPINB5	26.111111	0	0	0	0	0	0	0	0	235	0
SAMD1	26.111111	0	0	0	0	0	0	0	0	235	0
IVL	26.111111	0	0	0	0	0	0	0	0	235	0
C19orf67	26.111111	0	0	0	0	0	0	0	0	235	0
ZNF740	26.000000	0	0	0	0	0	138	0	0	96	0
VEGFA	26.000000	234	0	0	0	0	0	0	0	0	0
VAV1	26.000000	0	0	0	0	0	0	0	0	234	0
TRPC4AP	26.000000	0	0	0	0	0	126	0	0	108	0
SUSD6	26.000000	0	0	109	0	0	125	0	0	0	0
SH2D3A	26.000000	0	0	0	0	0	0	0	0	234	0
RELB	26.000000	0	0	0	0	0	0	0	0	234	0
LYST	26.000000	0	0	0	0	0	0	0	0	234	0
GRK5	26.000000	113	0	0	0	0	121	0	0	0	0
EBPL	26.000000	0	0	0	0	0	0	0	0	234	0
CSAD	26.000000	0	0	0	0	0	138	0	0	96	0
COPZ2	26.000000	0	0	0	118	0	116	0	0	0	0
CFD	26.000000	0	0	103	0	0	131	0	0	0	0
CBLB	26.000000	0	0	0	0	0	0	0	0	234	0
C7orf26	26.000000	0	0	0	0	0	234	0	0	0	0
VOPP1	25.888889	0	0	0	0	0	88	0	0	145	0
PTPRH	25.888889	0	0	0	0	0	127	0	0	106	0
PSMC1	25.888889	0	0	0	0	0	0	0	0	233	0
PELI3	25.888889	0	0	0	0	0	90	0	0	143	0
KTI12	25.888889	0	0	0	0	0	0	0	0	233	0
FAM187A	25.888889	0	0	105	0	0	128	0	0	0	0
FAAH2	25.888889	0	0	0	0	0	0	0	0	233	0
EFTUD2	25.888889	0	0	105	0	0	128	0	0	0	0
CCDC103	25.888889	0	0	105	0	0	128	0	0	0	0
ATF1	25.888889	0	0	0	0	0	233	0	0	0	0
TNIK	25.777778	0	0	0	0	0	137	0	0	95	0
TFPI2	25.777778	0	0	0	0	0	0	232	0	0	0
TAFA3	25.777778	0	0	0	0	0	0	0	0	232	0
SEC23B	25.777778	0	0	0	0	0	0	0	0	232	0
RILP	25.777778	0	0	0	0	0	134	0	0	98	0
KYNU	25.777778	0	0	0	0	0	232	0	0	0	0
IRF4	25.777778	0	0	0	0	0	0	0	0	232	0
CAB39	25.777778	0	0	0	0	0	111	0	0	121	0
UBIAD1	25.666667	0	0	0	0	0	0	0	0	231	0
TST	25.666667	0	0	0	0	0	97	0	0	134	0
TC2N	25.666667	0	0	0	0	0	0	0	0	231	0
SAT1	25.666667	0	0	0	0	0	96	0	0	135	0
PGRMC1	25.666667	0	0	0	0	0	70	0	0	161	0
MPST	25.666667	0	0	0	0	0	97	0	0	134	0
DNMT3A	25.666667	0	0	97	0	0	0	0	0	134	0
DDN	25.666667	0	0	0	0	0	0	0	0	231	0
CSNK1E	25.666667	0	0	0	0	0	0	0	0	231	0
CD48	25.666667	0	0	0	0	0	0	0	0	231	0
ZNF286A	25.555556	0	0	0	0	0	88	0	0	142	0
ZBTB46	25.555556	0	0	0	107	0	0	0	0	123	0
TMPPE	25.555556	0	0	0	0	0	148	0	0	82	0
SRMS	25.555556	0	0	0	0	0	0	0	0	230	0
SERGEF	25.555556	0	0	0	0	0	100	0	0	130	0
PTK6	25.555556	0	0	0	0	0	0	0	0	230	0
PSMA4	25.555556	0	0	0	0	0	112	0	0	118	0
LPP	25.555556	0	0	0	0	0	0	0	0	230	0
GNAI1	25.555556	0	0	0	0	0	0	0	0	230	0
GLB1	25.555556	0	0	0	0	0	148	0	0	82	0
EFCAB12	25.555556	0	0	0	0	0	0	0	0	230	0
EDN1	25.555556	0	0	0	0	0	0	0	0	230	0
AR	25.555556	0	0	0	0	0	0	230	0	0	0
ABCB1	25.555556	0	0	0	0	230	0	0	0	0	0
ZNF579	25.444444	0	0	0	0	0	0	0	0	229	0
ZNF316	25.444444	0	0	0	0	0	229	0	0	0	0
XPO7	25.444444	0	0	0	0	0	79	0	0	150	0
VASP	25.444444	0	0	0	0	0	0	0	0	229	0
TXN2	25.444444	0	0	0	0	0	0	0	0	229	0
TNFAIP8L3	25.444444	0	0	0	0	0	0	0	0	229	0
TBC1D2B	25.444444	0	0	0	0	0	0	116	113	0	0
SNAI1	25.444444	0	0	0	0	0	106	0	0	123	0
PPM1N	25.444444	0	0	0	0	0	0	0	0	229	0
PLCD1	25.444444	0	0	0	0	0	0	0	0	229	0
NDUFB7	25.444444	0	0	0	0	0	0	0	0	229	0
MRAS	25.444444	0	0	0	0	0	0	0	0	229	0
MARCKSL1	25.444444	0	0	0	0	0	229	0	0	0	0
DOK2	25.444444	0	0	0	0	0	79	0	0	150	0
DIS3L	25.444444	0	0	0	134	0	0	0	0	95	0
CTIF	25.444444	0	0	0	0	0	0	0	0	229	0
C1orf116	25.444444	0	0	0	0	0	0	0	0	229	0
UTP3	25.333333	0	0	0	0	0	106	0	0	122	0
TACSTD2	25.333333	0	0	0	0	0	0	0	0	228	0
SRR	25.333333	0	0	0	0	0	104	0	0	124	0
SMG6	25.333333	0	0	0	0	0	104	0	0	124	0
SEMA5A	25.333333	0	0	0	0	0	0	0	0	228	0
PRKCQ	25.333333	0	0	0	0	0	228	0	0	0	0
POLR3F	25.333333	0	0	0	0	0	0	0	0	228	0
PCYT2	25.333333	0	0	0	0	0	0	0	0	228	0
NGF	25.333333	0	0	0	0	0	228	0	0	0	0
KIF13A	25.333333	0	0	0	0	0	228	0	0	0	0
DZANK1	25.333333	0	0	0	0	0	0	0	0	228	0
ZNF593	25.222222	0	0	0	0	0	227	0	0	0	0
USP43	25.222222	0	0	0	0	0	0	0	0	227	0
SMIM26	25.222222	0	0	0	0	0	135	0	0	92	0
SLC46A3	25.222222	0	0	0	0	0	0	0	0	227	0
PSMD6	25.222222	0	0	0	0	0	0	227	0	0	0
LASP1	25.222222	0	0	0	0	0	0	0	0	227	0
HDHD2	25.222222	0	0	0	0	0	0	0	0	227	0
CNKSR1	25.222222	0	0	0	0	0	227	0	0	0	0
CHCHD5	25.222222	0	0	0	0	0	0	116	0	111	0
C1orf232	25.222222	0	0	0	0	0	227	0	0	0	0
BMPR1B	25.222222	0	0	0	0	0	227	0	0	0	0
VASH1	25.111111	0	0	0	0	0	0	0	0	226	0
TNK1	25.111111	0	0	0	0	0	0	0	0	226	0
TGM3	25.111111	0	0	0	0	0	0	0	0	226	0
SMYD5	25.111111	0	0	0	0	0	0	0	0	226	0
SLC7A11	25.111111	0	0	0	0	0	0	0	0	226	0
SHROOM2	25.111111	0	0	0	0	0	0	0	0	226	0
SH3BGR	25.111111	0	0	0	0	0	226	0	0	0	0
RPS8	25.111111	0	0	97	0	0	0	0	0	129	0
MAP3K4	25.111111	0	0	0	0	0	226	0	0	0	0
MAP1LC3A	25.111111	0	0	0	0	0	0	0	0	226	0
LCTL	25.111111	0	0	0	0	0	0	0	0	226	0
LCA5L	25.111111	0	0	0	0	0	226	0	0	0	0
JADE2	25.111111	0	0	0	0	0	0	0	0	226	0
FLNC	25.111111	0	0	0	0	0	0	0	0	226	0
FAM131A	25.111111	0	0	0	0	0	0	0	0	226	0
DLG5	25.111111	0	0	0	117	0	109	0	0	0	0
CRYGN	25.111111	0	0	0	0	0	0	0	0	226	0
CHPT1	25.111111	0	0	0	0	0	226	0	0	0	0
C17orf97	25.111111	0	0	0	0	0	0	0	0	226	0
BLMH	25.111111	0	0	0	0	0	226	0	0	0	0
ATP5F1B	25.111111	0	0	0	0	0	76	0	0	150	0
AHR	25.111111	0	0	0	109	0	0	0	0	117	0
ABCG1	25.111111	0	0	0	0	0	0	0	0	226	0
TMC8	25.000000	0	0	0	0	0	123	0	0	102	0
TMC6	25.000000	0	0	0	0	0	123	0	0	102	0
TCF15	25.000000	0	0	0	0	0	225	0	0	0	0
RTN4IP1	25.000000	0	0	0	0	0	0	118	0	107	0
ROBO3	25.000000	0	0	0	0	0	0	0	0	225	0
RAPGEF4	25.000000	0	0	0	0	0	225	0	0	0	0
QRSL1	25.000000	0	0	0	0	0	0	118	0	107	0
PXDN	25.000000	0	0	0	0	0	0	0	0	225	0
PSG8	25.000000	0	0	0	0	0	0	0	0	225	0
NRXN3	25.000000	0	0	0	0	0	0	0	0	225	0
NEDD9	25.000000	0	0	0	0	0	0	0	0	225	0
HMGCL	25.000000	0	0	0	0	0	225	0	0	0	0
FCRL6	25.000000	0	0	0	0	0	0	0	0	225	0
ERVMER34-1	25.000000	0	0	0	0	0	0	0	0	225	0
DHX33	25.000000	0	0	0	0	0	0	0	0	225	0
ARID5B	25.000000	0	0	0	0	0	0	0	0	225	0
WDR44	24.888889	0	0	0	0	0	94	0	0	130	0
VPS8	24.888889	0	0	0	0	0	104	0	0	120	0
NCSTN	24.888889	0	0	0	0	0	108	0	0	116	0
MTX2	24.888889	0	0	0	0	0	96	0	0	128	0
LAD1	24.888889	0	0	0	0	0	0	0	0	224	0
IL6R	24.888889	0	0	0	0	0	0	0	0	224	0
DNAJB2	24.888889	0	0	0	0	0	109	0	0	115	0
COPA	24.888889	0	0	0	0	0	108	0	0	116	0
CKB	24.888889	0	0	0	0	0	0	0	0	224	0
ZNHIT1	24.777778	0	0	0	0	0	120	0	0	103	0
USP11	24.777778	0	0	0	0	0	0	0	0	223	0
TDRD1	24.777778	0	0	0	0	0	0	0	0	223	0
SYPL1	24.777778	0	0	0	98	0	125	0	0	0	0
SUGP2	24.777778	0	0	0	0	0	223	0	0	0	0
RTL8C	24.777778	0	0	0	0	0	0	0	0	223	0
RTL8B	24.777778	0	0	0	0	0	0	0	0	223	0
RDH13	24.777778	0	0	0	0	0	0	0	0	223	0
PLOD3	24.777778	0	0	0	0	0	120	0	0	103	0
PISD	24.777778	0	0	0	0	0	0	0	0	223	0
NAA30	24.777778	0	0	0	0	0	94	0	0	129	0
MKRN3	24.777778	0	0	0	0	0	0	223	0	0	0
MEIOC	24.777778	0	0	0	0	0	0	223	0	0	0
INVS	24.777778	0	0	0	0	0	0	0	0	223	0
ERP44	24.777778	0	0	0	0	0	0	0	0	223	0
CCDC186	24.777778	0	0	0	0	0	0	0	0	223	0
ARPC3	24.777778	0	0	0	0	0	83	0	0	140	0
ARMC6	24.777778	0	0	0	0	0	223	0	0	0	0
ZNF225	24.666667	0	0	0	0	0	140	0	0	82	0
UBE2Q2	24.666667	0	0	0	0	0	77	0	0	145	0
TM9SF4	24.666667	0	0	0	0	0	146	0	0	76	0
TGFBR2	24.666667	0	0	0	73	0	0	0	0	149	0
NKX3-1	24.666667	0	0	0	0	0	0	0	0	222	0
GDA	24.666667	0	0	0	0	0	222	0	0	0	0
CTH	24.666667	0	0	0	0	0	0	0	0	222	0
CELSR2	24.666667	0	0	0	0	0	99	0	0	123	0
BOD1L1	24.666667	0	0	0	0	0	114	0	0	108	0
ACKR1	24.666667	0	0	0	0	0	0	0	0	222	0
ZRSR2	24.555556	0	0	0	0	0	0	0	0	221	0
SLC41A2	24.555556	0	0	0	0	0	0	0	0	221	0
LYL1	24.555556	0	0	0	0	0	221	0	0	0	0
KRT15	24.555556	0	0	0	0	0	80	0	0	141	0
GPC5	24.555556	0	0	0	0	0	221	0	0	0	0
ARID4A	24.555556	0	0	0	0	0	0	0	0	221	0
TRIM67	24.444444	0	0	0	0	0	0	0	0	220	0
SLC6A9	24.444444	0	0	0	0	0	145	0	0	75	0
MYL12B	24.444444	0	0	0	0	0	137	0	0	83	0
MSN	24.444444	0	0	0	0	0	113	0	0	107	0
FOSL2	24.444444	0	0	0	0	0	0	0	0	220	0
DHRS7	24.444444	0	0	0	0	0	130	0	0	90	0
ANKRD10	24.444444	0	0	0	0	0	0	0	0	220	0
WDR91	24.333333	0	0	0	0	0	0	0	0	219	0
SEC24D	24.333333	0	0	0	0	0	219	0	0	0	0
RIPPLY3	24.333333	0	0	0	123	0	96	0	0	0	0
PTPRG	24.333333	0	0	0	0	0	0	0	0	219	0
OTUD5	24.333333	0	0	0	0	0	0	0	0	219	0
MGST1	24.333333	0	0	0	0	0	0	0	0	219	0
LRP2	24.333333	0	0	0	0	0	0	0	0	219	0
LBHD2	24.333333	0	0	0	0	0	0	0	0	219	0
HENMT1	24.333333	0	0	0	219	0	0	0	0	0	0
AGO2	24.333333	0	0	0	0	0	0	0	0	219	0
TSC2	24.222222	0	0	0	0	0	218	0	0	0	0
TPGS1	24.222222	0	0	0	0	0	0	0	0	218	0
SRARP	24.222222	0	0	0	0	0	0	0	0	218	0
NTHL1	24.222222	0	0	0	0	0	218	0	0	0	0
HSPB7	24.222222	0	0	0	0	0	0	0	0	218	0
FNDC3B	24.222222	0	0	0	0	0	0	0	0	218	0
EGLN3	24.222222	0	0	0	0	0	0	0	0	218	0
DNAJC19	24.222222	0	0	0	0	0	87	0	0	131	0
CNTNAP3	24.222222	0	0	0	0	0	0	0	0	218	0
CLCNKA	24.222222	0	0	0	0	0	0	0	0	218	0
AMMECR1L	24.222222	0	0	0	0	0	85	0	0	133	0
TRAF5	24.111111	0	0	0	0	0	0	0	0	217	0
STK17A	24.111111	0	0	0	0	0	80	0	0	137	0
SMPD3	24.111111	0	0	0	0	0	0	0	0	217	0
SKIL	24.111111	0	0	0	0	0	217	0	0	0	0
S100A9	24.111111	0	0	0	0	0	0	0	0	217	0
RBBP9	24.111111	0	0	0	0	0	0	0	0	217	0
RAPGEF5	24.111111	0	0	0	0	0	0	0	0	217	0
PGLYRP4	24.111111	0	0	0	0	0	0	0	0	217	0
LONRF3	24.111111	0	0	0	94	0	0	0	0	123	0
APPL2	24.111111	113	0	0	0	0	0	0	0	104	0
ANKZF1	24.111111	0	0	0	0	0	0	0	0	217	0
RFFL	24.000000	0	0	0	0	0	0	0	0	216	0
NDUFB4	24.000000	0	0	0	0	0	116	0	0	100	0
MARCHF6	24.000000	0	0	0	0	0	117	0	0	99	0
LTC4S	24.000000	0	0	0	0	0	0	0	0	216	0
LRRC7	24.000000	0	0	0	0	0	216	0	0	0	0
FOXO3B	24.000000	0	0	0	0	0	216	0	0	0	0
CXADR	24.000000	0	0	0	0	0	0	0	0	216	0
CACNB3	24.000000	0	0	0	0	0	0	0	0	216	0
CA12	24.000000	0	0	0	0	0	0	0	0	216	0
AARSD1	24.000000	0	0	0	0	0	216	0	0	0	0
ZNF600	23.888889	0	0	0	0	0	0	0	0	215	0
TNNI3	23.888889	0	0	0	0	0	0	0	0	215	0
THOC5	23.888889	0	0	0	0	0	103	0	0	112	0
PSMA7	23.888889	0	0	0	0	0	215	0	0	0	0
ORAI2	23.888889	0	0	0	0	0	215	0	0	0	0
FGF7	23.888889	0	0	0	0	0	0	0	0	215	0
FAM114A1	23.888889	0	0	0	0	0	215	0	0	0	0
EP300	23.888889	0	0	0	0	0	0	0	0	215	0
COX7A2L	23.888889	0	0	0	0	0	0	0	0	215	0
CFLAR	23.888889	0	0	0	0	0	0	0	0	215	0
ZNF419	23.777778	0	0	0	0	0	0	0	0	214	0
ZCCHC14	23.777778	0	0	0	0	0	0	0	0	214	0
ZBED9	23.777778	0	0	0	0	0	214	0	0	0	0
YJEFN3	23.777778	0	0	0	0	0	0	0	0	214	0
WDR86	23.777778	0	0	0	0	0	0	0	0	214	0
WDR46	23.777778	0	0	0	0	0	0	0	0	214	0
URI1	23.777778	0	0	0	0	0	0	0	0	214	0
TSC22D3	23.777778	0	0	0	0	0	0	0	0	214	0
TAF1C	23.777778	0	0	0	0	0	0	0	0	214	0
SP6	23.777778	0	0	0	0	0	0	0	0	214	0
SBSN	23.777778	0	0	0	0	0	0	0	0	214	0
PJA1	23.777778	0	0	0	0	0	0	0	0	214	0
NCBP2L	23.777778	0	0	0	0	0	0	0	0	214	0
MED12	23.777778	0	0	0	0	0	0	0	0	214	0
L3MBTL1	23.777778	0	0	0	0	0	0	0	0	214	0
KLHL35	23.777778	0	0	0	0	0	0	0	0	214	0
IL2RG	23.777778	0	0	0	0	0	0	0	0	214	0
HOTS	23.777778	0	0	0	0	0	0	0	0	214	0
GDI1	23.777778	0	0	0	0	0	0	0	0	214	0
FYTTD1	23.777778	0	0	0	0	0	214	0	0	0	0
EML5	23.777778	0	0	0	0	0	127	0	0	87	0
DMKN	23.777778	0	0	0	0	0	0	0	0	214	0
CILP2	23.777778	0	0	0	0	0	0	0	0	214	0
C4orf54	23.777778	0	0	0	0	0	0	0	0	214	0
C10orf105	23.777778	0	0	0	0	0	0	0	0	214	0
ATP6AP1	23.777778	0	0	0	0	0	0	0	0	214	0
ASB1	23.777778	0	0	0	0	0	0	0	0	214	0
ARHGEF10L	23.777778	0	0	0	0	0	0	0	0	214	0
AQP8	23.777778	0	0	0	0	0	0	0	0	214	0
ADRA2B	23.777778	0	0	0	0	0	0	0	0	214	0
ADAD2	23.777778	0	0	0	0	0	0	0	0	214	0
UNC119B	23.666667	0	0	0	0	0	213	0	0	0	0
TMEM249	23.666667	0	0	0	0	0	0	0	0	213	0
SPATA13	23.666667	0	0	0	0	0	0	0	0	213	0
SLC52A2	23.666667	0	0	0	0	0	0	0	0	213	0
SLC43A3	23.666667	0	0	0	0	0	213	0	0	0	0
SH3BGRL3	23.666667	0	0	0	0	0	0	0	0	213	0
RPL6	23.666667	0	0	0	0	0	213	0	0	0	0
PTPN11	23.666667	0	0	0	0	0	213	0	0	0	0
NANS	23.666667	0	0	0	0	0	0	0	0	213	0
MSANTD3	23.666667	0	0	0	0	0	213	0	0	0	0
GNG3	23.666667	0	0	0	0	0	0	0	0	213	0
FBXL6	23.666667	0	0	0	0	0	0	0	0	213	0
BSCL2	23.666667	0	0	0	0	0	0	0	0	213	0
ATP10D	23.666667	0	0	0	0	0	115	0	0	98	0
ZYG11B	23.555556	0	0	0	0	0	212	0	0	0	0
ZNF571	23.555556	0	0	0	0	0	0	0	0	212	0
ZNF540	23.555556	0	0	0	0	0	0	0	0	212	0
ZC3H12A	23.555556	0	0	0	0	0	94	0	0	118	0
UHMK1	23.555556	0	0	0	0	0	73	0	0	139	0
TPTE2	23.555556	0	0	0	0	0	212	0	0	0	0
TPBG	23.555556	0	0	0	0	0	0	0	0	212	0
SCARA5	23.555556	0	0	0	0	0	0	0	0	212	0
PLCB3	23.555556	0	0	0	0	0	0	0	0	212	0
PACC1	23.555556	0	0	0	0	0	212	0	0	0	0
NDUFB2	23.555556	0	0	0	0	0	212	0	0	0	0
LONP2	23.555556	0	0	0	0	0	0	0	0	212	0
CFHR2	23.555556	0	0	0	0	0	212	0	0	0	0
ABCC11	23.555556	0	0	0	0	0	0	0	0	212	0
USP27X	23.444444	0	0	0	0	0	0	0	0	211	0
TNFAIP6	23.444444	0	0	0	0	0	0	0	0	211	0
PPP1CC	23.444444	0	0	0	0	0	0	0	0	211	0
PLAAT3	23.444444	0	0	0	211	0	0	0	0	0	0
